recency,frequency,monetary,r_rank_norm,f_rank_norm,m_rank_norm,RFM_score,customer_segment
330,2,83.06,29.2,91.93,37.39,2.57,Low
384,1,138.13,21.74,43.48,60.54,2.5,Low
545,1,239.75,3.82,43.48,81.2,2.95,Low
40,2,1349.84,93.51,91.93,98.61,4.8,Top
29,1,226.14,96.54,43.48,79.69,3.6,Medium
182,1,456.12,61.87,43.48,92.02,3.7,Medium
398,1,73.34,19.74,43.48,32.16,1.67,Low
22,1,35.11,98.48,43.48,6.75,1.54,lost customers
182,2,65.82,61.87,91.93,27.28,2.53,Low
483,1,49.1,9.38,43.48,16.35,1.15,lost customers
343,3,342.09,27.49,97.68,88.19,4.09,High
344,1,62.59,27.27,43.48,24.8,1.52,lost customers
289,1,202.05,36.12,43.48,76.06,3.05,Medium
182,1,44.34,61.87,43.48,13.08,1.45,lost customers
153,1,130.7,68.72,43.48,57.97,2.78,Low
89,2,275.12,83.45,91.93,84.14,4.31,High
86,1,157.88,83.78,43.48,66.35,3.13,Medium
288,1,135.59,36.66,43.48,59.59,2.58,Low
217,1,427.34,53.21,43.48,91.32,3.61,Medium
83,1,80.56,84.68,43.48,36.22,2.28,Low
48,1,70.89,91.51,43.48,30.51,2.16,Low
576,1,34.72,1.69,43.48,6.35,0.8,lost customers
558,1,52.77,2.76,43.48,18.47,1.16,lost customers
496,1,920.59,7.86,43.48,97.35,3.44,Medium
287,1,104.94,37.33,43.48,47.8,2.25,Low
84,2,495.04,84.42,91.93,92.88,4.57,Top
477,1,109.5,10.13,43.48,49.9,2.11,Low
172,1,277.08,64.41,43.48,84.27,3.49,Medium
303,2,36.78,33.19,91.93,7.92,1.76,Low
292,2,99.88,35.55,91.93,45.55,2.85,Low
266,1,42.09,43.2,43.48,11.42,1.26,lost customers
267,1,201.53,42.88,43.48,75.97,3.1,Medium
474,1,116.26,10.66,43.48,52.64,2.19,Low
161,1,162.06,66.7,43.48,67.4,3.03,Medium
449,2,722.4,13.36,91.93,95.94,4.12,High
239,1,86.15,47.78,43.48,39.05,2.08,Low
520,1,49.86,5.87,43.48,16.74,1.13,lost customers
71,1,146.13,86.93,43.48,63.04,3.06,Medium
154,1,103.37,68.41,43.48,47.16,2.47,Low
93,1,32.23,82.17,43.48,4.82,1.36,lost customers
167,1,30.19,65.58,43.48,3.77,1.21,lost customers
146,1,138.52,70.32,43.48,60.66,2.87,Low
78,2,1047.16,85.6,91.93,97.86,4.72,Top
594,1,137.67,0.63,43.48,60.35,2.33,Low
217,1,103.14,53.21,43.48,47.04,2.35,Low
518,1,49.51,6.13,43.48,16.59,1.13,lost customers
79,1,98.35,85.24,43.48,44.85,2.53,Low
86,1,630.28,83.78,43.48,94.94,3.94,Medium
92,2,394.96,82.56,91.93,90.31,4.48,High
263,1,95.31,43.87,43.48,43.47,2.18,Low
92,1,174.13,82.56,43.48,70.69,3.24,Medium
222,1,120.76,52.15,43.48,54.61,2.56,Low
361,1,101.83,24.96,43.48,46.39,2.12,Low
189,2,94.94,60.04,91.93,43.27,2.97,Low
513,1,84.52,6.36,43.48,38.16,1.74,Low
26,1,52.84,97.65,43.48,18.53,1.87,Low
420,1,104.37,16.7,43.48,47.55,2.09,Low
146,1,764.12,70.32,43.48,96.3,3.88,Medium
43,1,39.75,92.56,43.48,9.99,1.59,lost customers
154,1,35.69,68.41,43.48,7.06,1.32,lost customers
426,1,105.28,15.9,43.48,47.94,2.09,Low
378,1,297.27,22.46,43.48,85.58,3.22,Medium
121,1,92.08,76.65,43.48,41.94,2.38,Low
207,1,216.15,55.49,43.48,78.27,3.26,Medium
512,1,117.53,6.48,43.48,53.29,2.18,Low
232,1,131.26,49.49,43.48,58.11,2.64,Low
197,1,46.58,57.82,43.48,14.56,1.46,lost customers
112,1,225.45,79.21,43.48,79.6,3.47,Medium
96,1,224.14,81.81,43.48,79.46,3.49,Medium
469,1,106.97,11.15,43.48,48.85,2.08,Low
16,1,17.39,99.67,43.48,0.16,1.36,lost customers
467,1,45.01,11.43,43.48,13.49,1.08,lost customers
93,1,277.7,82.17,43.48,84.31,3.63,Medium
292,1,93.36,35.55,43.48,42.59,2.09,Low
397,1,193.45,19.93,43.48,74.48,2.88,Low
435,1,199.49,14.8,43.48,75.69,2.88,Low
408,1,45.0,18.22,43.48,13.43,1.13,lost customers
576,1,81.78,1.69,43.48,36.67,1.67,Low
140,1,72.75,71.82,43.48,31.69,2.05,Low
133,1,28.13,73.32,43.48,2.88,1.24,lost customers
197,2,497.02,57.82,91.93,92.9,4.37,High
120,1,281.73,77.1,43.48,84.57,3.6,Medium
126,1,42.69,75.41,43.48,11.83,1.51,lost customers
196,1,145.56,58.25,43.48,62.86,2.84,Low
540,1,71.74,4.2,43.48,31.05,1.53,lost customers
50,1,66.39,90.79,43.48,27.58,2.08,Low
483,1,51.75,9.38,43.48,17.83,1.19,lost customers
231,1,177.38,49.87,43.48,71.42,3.02,Medium
140,1,53.96,71.82,43.48,19.2,1.69,Low
21,1,143.49,98.88,43.48,62.26,3.12,Medium
404,1,829.17,18.95,43.48,96.8,3.51,Medium
415,1,1150.54,17.3,43.48,98.17,3.54,Medium
182,1,98.71,61.87,43.48,45.03,2.36,Low
160,1,38.19,67.1,43.48,9.14,1.37,lost customers
475,1,211.89,10.5,43.48,77.55,2.9,Low
483,1,27.77,9.38,43.48,2.64,0.75,lost customers
169,1,21.04,64.85,43.48,0.63,1.11,lost customers
184,1,363.31,61.2,43.48,89.12,3.61,Medium
141,2,183.95,71.36,91.93,72.67,3.89,Medium
155,1,70.14,68.05,43.48,30.16,1.98,Low
133,1,144.99,73.32,43.48,62.74,2.95,Low
358,1,65.57,25.28,43.48,27.07,1.57,lost customers
49,1,348.43,91.18,43.48,88.47,3.81,Medium
190,1,182.6,59.68,43.48,72.41,3.12,Medium
26,1,32.42,97.65,43.48,5.01,1.48,lost customers
279,1,96.71,40.21,43.48,44.03,2.17,Low
358,2,133.52,25.28,91.93,58.88,3.15,Medium
427,1,131.33,15.74,43.48,58.12,2.38,Low
580,1,218.67,1.48,43.48,78.74,2.86,Low
142,1,72.36,71.06,43.48,31.44,2.04,Low
79,1,138.79,85.24,43.48,60.83,2.98,Low
245,1,27.75,46.43,43.48,2.59,1.03,lost customers
579,1,30.86,1.57,43.48,4.01,0.73,lost customers
338,1,227.51,28.1,43.48,79.87,3.1,Medium
96,1,106.5,81.81,43.48,48.58,2.61,Low
295,1,55.0,34.57,43.48,19.9,1.44,lost customers
349,1,53.0,26.71,43.48,18.64,1.34,lost customers
106,1,249.82,79.98,43.48,82.12,3.55,Medium
386,1,122.27,21.31,43.48,55.09,2.34,Low
23,1,83.79,98.06,43.48,37.78,2.42,Low
287,1,225.71,37.33,43.48,79.64,3.16,Medium
285,1,28.77,38.44,43.48,3.15,0.99,lost customers
133,1,61.79,73.32,43.48,24.28,1.85,Low
176,1,62.69,63.09,43.48,24.91,1.79,Low
316,2,332.66,31.45,91.93,87.73,4.02,High
172,1,103.43,64.41,43.48,47.19,2.44,Low
279,3,2292.21,40.21,97.68,99.49,4.5,High
174,3,899.37,63.8,97.68,97.23,4.62,Top
520,1,80.95,5.87,43.48,36.35,1.69,Low
58,1,122.87,88.88,43.48,55.26,2.85,Low
436,11,147.15,14.64,99.94,63.36,3.31,Medium
21,1,143.94,98.88,43.48,62.39,3.13,Medium
236,1,53.99,48.83,43.48,19.21,1.52,lost customers
187,1,114.35,60.76,43.48,51.77,2.54,Low
34,1,369.54,95.23,43.48,89.46,3.87,Medium
238,1,69.73,48.15,43.48,29.87,1.82,Low
124,1,99.52,76.21,43.48,45.4,2.47,Low
519,1,36.42,6.01,43.48,7.64,0.87,lost customers
315,1,38.72,31.64,43.48,9.43,1.11,lost customers
201,1,125.15,57.08,43.48,56.08,2.64,Low
112,2,613.96,79.21,91.93,94.67,4.58,Top
84,1,31.89,84.42,43.48,4.63,1.37,lost customers
505,1,77.84,6.98,43.48,34.99,1.66,Low
43,1,94.14,92.56,43.48,42.88,2.52,Low
439,1,111.89,14.51,43.48,50.69,2.16,Low
193,2,195.56,59.22,91.93,74.96,3.87,Medium
481,1,76.08,9.75,43.48,33.71,1.64,Low
37,1,270.94,93.99,43.48,83.89,3.7,Medium
50,1,76.5,90.79,43.48,33.94,2.26,Low
51,1,40.97,90.36,43.48,10.77,1.59,lost customers
69,1,55.28,87.6,43.48,20.27,1.84,Low
449,1,204.08,13.36,43.48,76.38,2.89,Low
151,1,214.2,69.18,43.48,77.94,3.35,Medium
215,1,57.68,53.87,43.48,21.77,1.63,Low
245,1,76.08,46.43,43.48,33.71,1.92,Low
294,1,269.78,34.89,43.48,83.8,3.26,Medium
257,1,55.69,44.55,43.48,20.44,1.53,lost customers
379,1,147.45,22.26,43.48,63.49,2.59,Low
517,2,740.2,6.24,91.93,96.09,4.07,High
506,2,241.46,6.8,91.93,81.34,3.66,Medium
307,2,166.9,32.76,91.93,68.85,3.49,Medium
155,1,36.12,68.05,43.48,7.45,1.33,lost customers
26,1,37.46,97.65,43.48,8.41,1.58,lost customers
132,1,177.13,73.76,43.48,71.37,3.2,Medium
78,1,228.33,85.6,43.48,79.96,3.53,Medium
195,1,47.69,58.59,43.48,15.39,1.49,lost customers
16,1,39.15,99.67,43.48,9.73,1.63,Low
246,1,55.08,46.03,43.48,20.02,1.52,lost customers
78,1,201.08,85.6,43.48,75.92,3.41,Medium
223,1,104.38,51.86,43.48,47.58,2.35,Low
316,1,84.14,31.45,43.48,37.94,1.93,Low
103,1,55.95,80.38,43.48,20.56,1.8,Low
128,1,129.57,74.55,43.48,57.64,2.81,Low
523,1,127.9,5.74,43.48,57.01,2.28,Low
135,1,43.22,72.92,43.48,12.3,1.51,lost customers
188,1,22.79,60.41,43.48,1.1,1.09,lost customers
230,1,75.07,50.23,43.48,33.08,1.93,Low
64,1,35.45,88.19,43.48,6.99,1.47,lost customers
532,1,125.88,4.99,43.48,56.33,2.25,Low
207,2,263.18,55.49,91.93,83.23,4.08,High
126,1,110.0,75.41,43.48,50.06,2.6,Low
462,2,262.5,11.94,91.93,83.17,3.75,Medium
323,1,817.61,30.43,43.48,96.69,3.59,Medium
443,1,143.83,13.89,43.48,62.34,2.49,Low
123,1,157.45,76.4,43.48,66.23,3.07,Medium
431,1,50.1,15.34,43.48,16.93,1.21,lost customers
202,3,508.5,56.75,97.68,93.1,4.45,High
541,1,196.9,4.07,43.48,75.2,2.78,Low
64,1,107.38,88.19,43.48,49.01,2.67,Low
236,1,128.26,48.83,43.48,57.21,2.61,Low
359,1,52.5,25.06,43.48,18.29,1.32,lost customers
426,1,54.69,15.9,43.48,19.74,1.29,lost customers
289,1,207.27,36.12,43.48,76.89,3.07,Medium
309,1,26.24,32.28,43.48,1.92,0.91,lost customers
40,1,44.2,93.51,43.48,12.96,1.68,Low
84,1,396.23,84.42,43.48,90.35,3.82,Medium
365,1,181.51,24.09,43.48,72.21,2.85,Low
328,1,163.04,29.68,43.48,67.71,2.76,Low
168,1,35.81,65.27,43.48,7.22,1.3,lost customers
467,1,83.12,11.43,43.48,37.4,1.76,Low
426,2,421.12,15.9,91.93,91.16,4.0,Medium
328,1,54.1,29.68,43.48,19.41,1.38,lost customers
201,1,131.47,57.08,43.48,58.18,2.69,Low
209,1,101.86,54.69,43.48,46.41,2.34,Low
237,1,548.93,48.51,43.48,93.78,3.65,Medium
232,1,418.04,49.49,43.48,91.05,3.57,Medium
253,1,46.69,44.71,43.48,14.61,1.36,lost customers
233,1,25.43,49.28,43.48,1.7,1.03,lost customers
523,1,49.42,5.74,43.48,16.54,1.12,lost customers
574,2,928.58,1.86,91.93,97.4,4.08,High
371,1,47.0,23.43,43.48,14.85,1.21,lost customers
126,1,54.32,75.41,43.48,19.53,1.73,Low
49,1,29.41,91.18,43.48,3.39,1.39,lost customers
404,1,203.51,18.95,43.48,76.26,2.92,Low
532,1,900.36,4.99,43.48,97.24,3.42,Medium
131,1,45.13,74.16,43.48,13.66,1.55,lost customers
210,1,61.11,54.35,43.48,23.88,1.7,Low
609,1,19.62,0.32,43.48,0.36,0.62,lost customers
559,1,81.14,2.65,43.48,36.43,1.67,Low
55,1,44.52,89.71,43.48,13.2,1.66,Low
482,1,116.16,9.57,43.48,52.57,2.18,Low
349,1,64.1,26.71,43.48,26.02,1.55,lost customers
505,1,61.73,6.98,43.48,24.18,1.35,lost customers
545,1,115.71,3.82,43.48,52.4,2.13,Low
28,1,83.56,96.93,43.48,37.67,2.41,Low
128,1,68.54,74.55,43.48,29.15,2.0,Low
161,1,81.5,66.7,43.48,36.54,2.15,Low
428,2,133.44,15.56,91.93,58.83,3.08,Medium
450,1,1247.29,13.16,43.48,98.4,3.51,Medium
172,1,491.98,64.41,43.48,92.81,3.74,Medium
98,1,52.75,81.31,43.48,18.46,1.74,Low
450,1,219.63,13.16,43.48,78.87,2.96,Low
428,2,83.08,15.56,91.93,37.39,2.47,Low
58,1,62.31,88.88,43.48,24.64,1.98,Low
226,1,60.72,50.95,43.48,23.59,1.66,Low
63,1,138.5,88.42,43.48,60.65,3.0,Low
43,1,239.6,92.56,43.48,81.19,3.62,Medium
309,2,444.08,32.28,91.93,91.75,4.14,High
89,1,93.83,83.45,43.48,42.8,2.45,Low
22,1,191.89,98.48,43.48,74.2,3.46,Medium
244,2,431.14,46.76,91.93,91.42,4.24,High
263,1,176.38,43.87,43.48,71.23,2.97,Low
194,1,298.21,58.92,43.48,85.65,3.49,Medium
342,1,36.75,27.7,43.48,7.84,1.04,lost customers
113,1,186.74,78.93,43.48,73.16,3.29,Medium
504,2,911.92,7.11,91.93,97.29,4.11,High
279,1,42.77,40.21,43.48,11.89,1.25,lost customers
427,1,62.17,15.74,43.48,24.54,1.43,lost customers
405,1,559.26,18.77,43.48,93.95,3.43,Medium
232,1,84.24,49.49,43.48,38.05,2.06,Low
139,1,75.18,72.23,43.48,33.26,2.1,Low
419,1,72.14,16.88,43.48,31.29,1.63,Low
179,1,57.16,62.63,43.48,21.37,1.69,Low
475,4,592.24,10.5,98.88,94.37,4.15,High
131,1,21.94,74.16,43.48,0.87,1.19,lost customers
54,1,310.21,90.01,43.48,86.36,3.74,Medium
96,1,114.57,81.81,43.48,51.9,2.7,Low
127,1,38.28,74.97,43.48,9.21,1.43,lost customers
155,1,78.38,68.05,43.48,35.28,2.12,Low
107,1,93.81,79.76,43.48,42.77,2.43,Low
462,3,684.72,11.94,97.68,95.55,4.18,High
414,1,124.4,17.42,43.48,55.81,2.33,Low
281,1,66.01,39.3,43.48,27.38,1.68,Low
330,1,208.55,29.2,43.48,77.1,3.02,Medium
145,1,103.43,70.65,43.48,47.19,2.48,Low
330,1,48.24,29.2,43.48,15.84,1.28,lost customers
453,1,100.72,12.97,43.48,45.94,2.02,Low
305,1,54.07,33.11,43.48,19.35,1.41,lost customers
286,1,332.22,37.94,43.48,87.71,3.39,Medium
86,1,94.77,83.78,43.48,43.23,2.47,Low
140,1,104.62,71.82,43.48,47.65,2.51,Low
401,1,50.09,19.17,43.48,16.89,1.23,lost customers
127,1,23.69,74.97,43.48,1.26,1.21,lost customers
54,1,118.03,90.01,43.48,53.65,2.81,Low
44,1,50.03,92.17,43.48,16.85,1.78,Low
264,1,178.49,43.71,43.48,71.7,2.98,Low
576,1,54.74,1.69,43.48,19.76,1.18,lost customers
321,1,100.34,30.87,43.48,45.82,2.15,Low
128,1,31.38,74.55,43.48,4.26,1.29,lost customers
222,1,63.74,52.15,43.48,25.69,1.73,Low
222,1,54.09,52.15,43.48,19.38,1.55,lost customers
118,4,2171.36,77.93,98.88,99.44,4.8,Top
390,1,107.76,20.92,43.48,49.11,2.17,Low
99,1,161.86,81.03,43.48,67.34,3.14,Medium
217,1,36.27,53.21,43.48,7.53,1.22,lost customers
682,1,89.38,0.24,43.48,40.85,1.77,Low
463,1,120.09,11.78,43.48,54.44,2.25,Low
194,1,144.22,58.92,43.48,62.49,2.83,Low
179,1,98.86,62.63,43.48,45.11,2.36,Low
362,1,67.48,24.8,43.48,28.34,1.6,lost customers
151,1,37.37,69.18,43.48,8.32,1.36,lost customers
258,1,90.17,44.38,43.48,41.15,2.11,Low
244,2,1649.52,46.76,91.93,99.01,4.46,High
324,1,70.74,30.21,43.48,30.43,1.7,Low
167,1,77.1,65.58,43.48,34.39,2.08,Low
141,1,1272.76,71.36,43.48,98.46,3.95,Medium
140,1,334.67,71.82,43.48,87.79,3.65,Medium
139,1,328.26,72.23,43.48,87.51,3.64,Medium
169,1,234.84,64.85,43.48,80.64,3.39,Medium
291,1,112.82,35.81,43.48,51.09,2.33,Low
110,1,161.46,79.58,43.48,67.23,3.12,Medium
217,1,132.36,53.21,43.48,58.47,2.67,Low
119,1,115.0,77.55,43.48,52.1,2.68,Low
586,1,184.4,1.07,43.48,72.73,2.69,Low
83,1,207.25,84.68,43.48,76.88,3.43,Medium
140,1,201.75,71.82,43.48,76.0,3.31,Medium
572,1,72.63,2.01,43.48,31.59,1.52,lost customers
44,1,82.96,92.17,43.48,37.3,2.36,Low
225,1,161.54,51.22,43.48,67.25,2.91,Low
121,1,136.1,76.65,43.48,59.78,2.89,Low
287,1,216.64,37.33,43.48,78.37,3.12,Medium
154,1,25.87,68.41,43.48,1.85,1.17,lost customers
23,2,148.0,98.06,91.93,63.65,3.84,Medium
195,1,25.65,58.59,43.48,1.75,1.1,lost customers
91,1,239.5,82.87,43.48,81.18,3.54,Medium
85,1,162.76,84.12,43.48,67.62,3.17,Medium
235,1,54.09,49.11,43.48,19.38,1.53,lost customers
245,1,225.33,46.43,43.48,79.6,3.23,Medium
119,1,82.9,77.55,43.48,37.27,2.25,Low
30,1,35.14,96.1,43.48,6.8,1.52,lost customers
247,1,234.77,45.74,43.48,80.64,3.25,Medium
488,1,128.65,8.82,43.48,57.33,2.31,Low
168,1,35.13,65.27,43.48,6.77,1.29,lost customers
322,1,177.39,30.67,43.48,71.43,2.87,Low
221,2,262.48,52.38,91.93,83.17,4.05,High
284,1,156.06,38.76,43.48,65.81,2.78,Low
396,2,132.64,20.06,91.93,58.55,3.11,Medium
197,1,148.22,57.82,43.48,63.83,2.86,Low
54,1,84.0,90.01,43.48,37.85,2.36,Low
231,1,82.67,49.87,43.48,37.1,2.04,Low
168,1,38.53,65.27,43.48,9.34,1.36,lost customers
274,2,203.56,41.28,91.93,76.27,3.77,Medium
299,1,67.59,34.02,43.48,28.52,1.68,Low
475,1,29.08,10.5,43.48,3.26,0.78,lost customers
35,1,83.79,94.85,43.48,37.78,2.4,Low
132,1,22.36,73.76,43.48,0.96,1.19,lost customers
86,1,32.44,83.78,43.48,5.06,1.38,lost customers
398,1,43.09,19.74,43.48,12.15,1.1,lost customers
273,1,107.78,41.65,43.48,49.17,2.32,Low
379,3,54.09,22.26,97.68,19.38,2.09,Low
22,1,41.98,98.48,43.48,11.33,1.67,Low
280,1,106.77,39.78,43.48,48.66,2.29,Low
29,1,52.92,96.54,43.48,18.58,1.86,Low
301,1,103.55,33.49,43.48,47.25,2.21,Low
33,1,117.63,95.63,43.48,53.32,2.85,Low
279,1,215.14,40.21,43.48,78.08,3.14,Medium
293,1,96.29,35.24,43.48,43.84,2.12,Low
159,1,61.45,67.37,43.48,24.03,1.8,Low
252,1,138.6,44.91,43.48,60.71,2.68,Low
292,1,79.0,35.55,43.48,35.55,1.89,Low
85,1,86.71,84.12,43.48,39.29,2.36,Low
513,1,211.91,6.36,43.48,77.56,2.87,Low
581,1,161.51,1.39,43.48,67.24,2.54,Low
51,1,98.65,90.36,43.48,44.99,2.57,Low
322,1,160.57,30.67,43.48,67.05,2.75,Low
301,1,76.89,33.49,43.48,34.27,1.84,Low
190,1,132.05,59.68,43.48,58.37,2.72,Low
181,1,162.55,62.16,43.48,67.54,3.0,Low
197,3,35.0,57.82,97.68,6.56,1.99,Low
236,1,63.41,48.83,43.48,25.48,1.7,Low
489,1,232.05,8.67,43.48,80.35,2.96,Low
201,1,158.22,57.08,43.48,66.44,2.93,Low
232,1,52.69,49.49,43.48,18.43,1.51,lost customers
167,1,133.69,65.58,43.48,58.94,2.78,Low
50,1,204.05,90.79,43.48,76.36,3.47,Medium
121,1,145.0,76.65,43.48,62.75,2.97,Low
534,1,20.86,4.71,43.48,0.6,0.66,lost customers
62,2,1147.48,88.57,91.93,98.15,4.75,Top
391,1,255.44,20.73,43.48,82.61,3.12,Medium
575,1,39.42,1.78,43.48,9.85,0.9,lost customers
105,1,39.34,80.19,43.48,9.82,1.49,lost customers
548,1,38.42,3.44,43.48,9.31,0.9,lost customers
231,1,126.07,49.87,43.48,56.4,2.59,Low
202,1,41.09,56.75,43.48,10.86,1.34,lost customers
510,1,122.07,6.66,43.48,55.02,2.23,Low
415,1,64.0,17.3,43.48,25.84,1.47,lost customers
272,2,612.6,41.99,91.93,94.66,4.3,High
28,1,198.58,96.93,43.48,75.52,3.49,Medium
172,1,88.75,64.41,43.48,40.54,2.25,Low
475,1,74.27,10.5,43.48,32.74,1.62,Low
464,2,516.88,11.6,91.93,93.28,4.03,High
91,21,332.46,82.87,99.99,87.72,4.52,Top
559,1,54.06,2.65,43.48,19.35,1.18,lost customers
497,1,206.44,7.69,43.48,76.71,2.85,Low
93,1,96.43,82.17,43.48,43.89,2.48,Low
574,1,72.63,1.86,43.48,31.59,1.52,lost customers
573,1,251.28,1.93,43.48,82.25,2.97,Low
119,1,125.77,77.55,43.48,56.3,2.79,Low
544,1,118.9,3.94,43.48,53.97,2.18,Low
51,1,32.7,90.36,43.48,5.19,1.43,lost customers
477,1,57.35,10.13,43.48,21.49,1.3,lost customers
573,1,117.44,1.93,43.48,53.25,2.14,Low
281,1,133.48,39.3,43.48,58.86,2.58,Low
97,1,606.59,81.55,43.48,94.57,3.92,Medium
22,1,60.25,98.48,43.48,23.39,2.01,Low
70,1,142.55,87.31,43.48,61.94,3.03,Medium
428,1,34.09,15.56,43.48,6.07,0.9,lost customers
247,1,119.66,45.74,43.48,54.26,2.5,Low
343,1,370.93,27.49,43.48,89.53,3.37,Medium
16,1,26.29,99.67,43.48,1.95,1.41,lost customers
300,1,73.15,33.71,43.48,31.96,1.77,Low
498,1,184.91,7.53,43.48,72.81,2.74,Low
202,1,136.99,56.75,43.48,60.06,2.75,Low
133,1,41.89,73.32,43.48,11.29,1.48,lost customers
464,1,232.65,11.6,43.48,80.4,2.99,Low
358,1,94.63,25.28,43.48,43.13,2.03,Low
419,1,32.09,16.88,43.48,4.74,0.87,lost customers
404,1,227.27,18.95,43.48,79.83,3.03,Medium
294,1,36.01,34.89,43.48,7.39,1.08,lost customers
251,1,40.53,45.12,43.48,10.5,1.25,lost customers
496,1,104.7,7.86,43.48,47.69,2.03,Low
462,1,90.28,11.94,43.48,41.22,1.87,Low
55,1,158.74,89.71,43.48,66.58,3.18,Medium
307,2,415.6,32.76,91.93,90.94,4.12,High
156,2,658.84,67.8,91.93,95.27,4.51,Top
156,1,56.04,67.8,43.48,20.63,1.71,Low
217,1,145.14,53.21,43.48,62.78,2.8,Low
158,1,193.65,67.6,43.48,74.52,3.24,Medium
393,1,27.68,20.34,43.48,2.52,0.83,lost customers
397,1,59.36,19.93,43.48,22.95,1.41,lost customers
92,1,37.88,82.56,43.48,8.86,1.48,lost customers
40,1,105.67,93.51,43.48,48.19,2.68,Low
113,1,90.45,78.93,43.48,41.27,2.38,Low
187,1,116.21,60.76,43.48,52.58,2.56,Low
117,1,36.39,78.26,43.48,7.63,1.41,lost customers
19,1,160.64,99.42,43.48,67.06,3.27,Medium
230,1,698.5,50.23,43.48,95.7,3.71,Medium
281,1,359.19,39.3,43.48,88.97,3.44,Medium
127,1,69.97,74.97,43.48,30.05,2.03,Low
595,1,46.02,0.58,43.48,14.27,1.02,lost customers
162,1,209.01,66.28,43.48,77.17,3.31,Medium
195,1,195.94,58.59,43.48,75.04,3.19,Medium
352,1,128.99,26.14,43.48,57.47,2.44,Low
145,1,68.64,70.65,43.48,29.21,1.97,Low
443,6,8530.14,13.89,99.68,99.96,4.35,High
286,1,98.51,37.94,43.48,44.91,2.17,Low
19,1,83.45,99.42,43.48,37.63,2.43,Low
551,1,305.7,3.31,43.48,86.06,3.09,Medium
169,2,283.0,64.85,91.93,84.64,4.19,High
287,1,283.67,37.33,43.48,84.7,3.3,Medium
491,1,75.46,8.29,43.48,33.38,1.62,Low
484,1,197.53,9.18,43.48,75.32,2.82,Low
273,1,807.47,41.65,43.48,96.61,3.67,Medium
51,1,72.72,90.36,43.48,31.66,2.19,Low
19,1,69.44,99.42,43.48,29.71,2.2,Low
224,1,168.57,51.55,43.48,69.36,2.97,Low
222,1,111.8,52.15,43.48,50.63,2.44,Low
141,1,135.72,71.36,43.48,59.65,2.84,Low
138,1,120.6,72.55,43.48,54.58,2.71,Low
128,1,17.87,74.55,43.48,0.2,1.17,lost customers
55,1,62.56,89.71,43.48,24.78,1.99,Low
279,1,185.85,40.21,43.48,72.97,2.99,Low
208,1,76.98,55.14,43.48,34.31,2.0,Low
413,1,28.96,17.62,43.48,3.22,0.83,lost customers
117,1,467.24,78.26,43.48,92.28,3.83,Medium
321,2,664.4,30.87,91.93,95.32,4.23,High
34,1,23.38,95.23,43.48,1.21,1.36,lost customers
278,1,108.16,40.58,43.48,49.41,2.32,Low
37,1,211.31,93.99,43.48,77.48,3.52,Medium
526,1,69.56,5.4,43.48,29.77,1.5,lost customers
370,1,55.0,23.57,43.48,19.9,1.35,lost customers
362,1,70.72,24.8,43.48,30.41,1.66,Low
99,2,277.92,81.03,91.93,84.32,4.3,High
64,1,93.71,88.19,43.48,42.73,2.49,Low
246,1,54.0,46.03,43.48,19.26,1.5,lost customers
491,1,275.96,8.29,43.48,84.19,3.07,Medium
394,2,31.17,20.15,91.93,4.15,1.56,lost customers
201,1,43.0,57.08,43.48,12.07,1.38,lost customers
271,1,176.65,42.29,43.48,71.27,2.96,Low
292,1,29.75,35.55,43.48,3.51,0.98,lost customers
175,1,143.67,63.49,43.48,62.31,2.86,Low
41,1,78.55,93.18,43.48,35.35,2.32,Low
287,1,53.1,37.33,43.48,18.73,1.42,lost customers
203,1,325.54,56.36,43.48,87.38,3.52,Medium
37,4,966.04,93.99,98.88,97.55,4.87,Top
166,1,57.29,65.82,43.48,21.46,1.71,Low
456,1,77.65,12.6,43.48,34.88,1.7,Low
244,1,46.01,46.76,43.48,14.25,1.37,lost customers
308,1,72.99,32.54,43.48,31.84,1.76,Low
37,1,137.93,93.99,43.48,60.41,3.04,Medium
399,1,66.78,19.56,43.48,27.9,1.55,lost customers
219,2,540.68,52.55,91.93,93.66,4.35,High
474,1,175.26,10.66,43.48,70.93,2.71,Low
48,1,99.85,91.51,43.48,45.55,2.59,Low
189,1,80.68,60.04,43.48,36.25,2.09,Low
40,2,149.64,93.51,91.93,64.2,3.82,Medium
147,1,241.83,69.99,43.48,81.36,3.45,Medium
203,1,41.14,56.36,43.48,10.91,1.34,lost customers
503,1,371.9,7.25,43.48,89.58,3.22,Medium
68,1,72.05,87.84,43.48,31.2,2.16,Low
138,1,955.79,72.55,43.48,97.51,3.93,Medium
141,1,159.02,71.36,43.48,66.65,3.04,Medium
405,1,165.25,18.77,43.48,68.38,2.7,Low
188,1,554.32,60.41,43.48,93.86,3.74,Medium
237,2,437.28,48.51,91.93,91.58,4.26,High
373,1,178.27,23.03,43.48,71.64,2.82,Low
141,1,58.69,71.36,43.48,22.55,1.79,Low
358,1,37.01,25.28,43.48,8.1,1.03,lost customers
76,1,109.72,86.13,43.48,49.96,2.68,Low
103,1,72.83,80.38,43.48,31.75,2.12,Low
77,1,36.26,85.88,43.48,7.52,1.47,lost customers
138,1,132.49,72.55,43.48,58.51,2.82,Low
231,2,75.77,49.87,91.93,33.57,2.62,Low
22,2,111.16,98.48,91.93,50.4,3.46,Medium
