recency,frequency,monetary,r_rank_norm,f_rank_norm,m_rank_norm,RFM_score,customer_segment
142,1,33.23,71.06,43.48,5.55,1.3,lost customers
100,1,87.75,80.68,43.48,40.0,2.35,Low
93,1,65.22,82.17,43.48,26.89,1.99,Low
362,1,111.02,24.8,43.48,50.34,2.23,Low
204,1,38.78,55.99,43.48,9.46,1.3,lost customers
277,1,72.43,40.82,43.48,31.49,1.81,Low
285,1,90.17,38.44,43.48,41.15,2.07,Low
289,1,21.77,36.12,43.48,0.82,0.9,lost customers
118,1,122.27,77.93,43.48,55.09,2.76,Low
188,6,4663.44,60.41,99.68,99.86,4.69,Top
118,1,748.34,77.93,43.48,96.17,3.93,Medium
321,1,209.4,30.87,43.48,77.23,3.04,Medium
140,1,69.9,71.82,43.48,29.98,2.0,Low
203,1,65.69,56.36,43.48,27.12,1.8,Low
161,1,681.52,66.7,43.48,95.53,3.83,Medium
380,1,61.0,22.08,43.48,23.74,1.45,lost customers
72,1,103.82,86.63,43.48,47.35,2.61,Low
114,1,182.1,78.6,43.48,72.34,3.26,Medium
64,1,115.46,88.19,43.48,52.35,2.76,Low
148,1,203.13,69.62,43.48,76.21,3.3,Medium
42,1,832.99,92.9,43.48,96.81,4.06,High
594,4,3642.4,0.63,98.88,99.78,4.23,High
236,1,67.3,48.83,43.48,28.22,1.78,Low
324,1,63.78,30.21,43.48,25.7,1.57,lost customers
84,2,224.34,84.42,91.93,79.47,4.19,High
118,1,97.5,77.93,43.48,44.4,2.46,Low
270,4,665.6,42.51,98.88,95.33,4.42,High
498,1,46.72,7.53,43.48,14.65,1.08,lost customers
176,1,34.69,63.09,43.48,6.33,1.26,lost customers
573,2,44.51,1.93,91.93,13.2,1.68,Low
92,1,240.45,82.56,43.48,81.26,3.54,Medium
419,1,58.79,16.88,43.48,22.61,1.38,lost customers
160,1,50.72,67.1,43.48,17.22,1.6,lost customers
489,1,114.34,8.67,43.48,51.76,2.15,Low
139,1,106.9,72.23,43.48,48.8,2.54,Low
40,1,50.35,93.51,43.48,17.08,1.8,Low
495,1,317.15,8.02,43.48,86.84,3.14,Medium
224,1,104.56,51.55,43.48,47.63,2.35,Low
247,1,74.07,45.74,43.48,32.59,1.88,Low
288,1,55.1,36.66,43.48,20.11,1.46,lost customers
340,1,97.81,27.99,43.48,44.58,2.09,Low
235,1,82.84,49.11,43.48,37.24,2.04,Low
242,1,117.76,47.19,43.48,53.36,2.48,Low
200,1,58.99,57.31,43.48,22.7,1.69,Low
345,1,118.84,27.09,43.48,53.93,2.35,Low
252,1,108.12,44.91,43.48,49.4,2.35,Low
370,2,250.36,23.57,91.93,82.16,3.81,Medium
485,2,24.01,9.0,91.93,1.34,1.39,lost customers
204,1,343.12,55.99,43.48,88.23,3.54,Medium
183,1,435.44,61.49,43.48,91.52,3.68,Medium
487,1,112.08,8.9,43.48,50.77,2.12,Low
362,1,297.62,24.8,43.48,85.6,3.23,Medium
461,1,40.01,12.11,43.48,10.16,0.99,lost customers
204,2,404.12,55.99,91.93,90.57,4.29,High
584,1,336.56,1.12,43.48,87.91,3.12,Medium
202,1,127.01,56.75,43.48,56.74,2.65,Low
215,1,68.5,53.87,43.48,29.14,1.84,Low
222,1,60.1,52.15,43.48,23.32,1.66,Low
238,1,147.37,48.15,43.48,63.47,2.78,Low
175,1,184.03,63.49,43.48,72.68,3.16,Medium
442,1,36.17,14.08,43.48,7.48,0.93,lost customers
418,1,76.08,17.07,43.48,33.71,1.7,Low
279,1,414.86,40.21,43.48,90.92,3.5,Medium
224,1,221.8,51.55,43.48,79.16,3.25,Medium
79,1,354.24,85.24,43.48,88.76,3.78,Medium
139,1,106.9,72.23,43.48,48.8,2.54,Low
131,1,40.96,74.16,43.48,10.76,1.47,lost customers
187,1,98.11,60.76,43.48,44.71,2.34,Low
86,1,52.13,83.78,43.48,18.09,1.75,Low
428,1,51.01,15.56,43.48,17.4,1.22,lost customers
57,1,131.58,89.15,43.48,58.22,2.94,Low
441,1,67.53,14.24,43.48,28.47,1.53,lost customers
182,2,233.68,61.87,91.93,80.49,4.04,High
103,2,268.64,80.38,91.93,83.7,4.28,High
225,1,63.27,51.22,43.48,25.38,1.72,Low
292,1,105.71,35.55,43.48,48.2,2.25,Low
89,1,130.0,83.45,43.48,57.76,2.88,Low
140,1,106.9,71.82,43.48,48.8,2.54,Low
267,1,76.66,42.88,43.48,34.08,1.9,Low
308,1,235.31,32.54,43.48,80.71,3.15,Medium
159,1,40.29,67.37,43.48,10.43,1.41,lost customers
281,1,105.07,39.3,43.48,47.84,2.27,Low
27,1,223.44,97.29,43.48,79.36,3.6,Medium
64,1,28.23,88.19,43.48,2.94,1.35,lost customers
285,1,296.61,38.44,43.48,85.53,3.33,Medium
237,1,63.51,48.51,43.48,25.53,1.7,Low
172,1,85.62,64.41,43.48,38.75,2.2,Low
180,1,83.33,62.42,43.48,37.56,2.15,Low
250,1,65.69,45.38,43.48,27.12,1.72,Low
84,1,717.23,84.42,43.48,95.89,3.97,Medium
86,1,634.62,83.78,43.48,94.98,3.94,Medium
107,1,162.68,79.76,43.48,67.6,3.13,Medium
329,1,130.88,29.47,43.48,58.02,2.48,Low
250,1,105.29,45.38,43.48,48.0,2.32,Low
450,1,74.16,13.16,43.48,32.66,1.64,Low
76,1,88.97,86.13,43.48,40.64,2.41,Low
117,1,32.28,78.26,43.48,4.83,1.33,lost customers
182,1,136.23,61.87,43.48,59.8,2.78,Low
292,1,50.27,35.55,43.48,17.04,1.36,lost customers
176,1,64.23,63.09,43.48,26.18,1.83,Low
246,1,36.69,46.03,43.48,7.76,1.17,lost customers
288,1,112.4,36.66,43.48,50.91,2.33,Low
148,1,118.48,69.62,43.48,53.83,2.66,Low
196,1,83.17,58.25,43.48,37.44,2.11,Low
415,1,155.63,17.3,43.48,65.68,2.61,Low
341,1,225.62,27.87,43.48,79.61,3.09,Medium
419,1,243.57,16.88,43.48,81.53,3.06,Medium
224,2,552.36,51.55,91.93,93.84,4.35,High
358,1,66.25,25.28,43.48,27.55,1.58,lost customers
197,1,37.8,57.82,43.48,8.78,1.29,lost customers
146,1,33.79,70.32,43.48,5.83,1.3,lost customers
209,1,344.55,54.69,43.48,88.3,3.54,Medium
57,1,65.44,89.15,43.48,26.99,2.05,Low
235,1,211.55,49.11,43.48,77.49,3.19,Medium
313,1,73.34,31.84,43.48,32.16,1.76,Low
565,1,30.95,2.42,43.48,4.03,0.74,lost customers
238,1,62.82,48.15,43.48,25.01,1.68,Low
121,1,166.46,76.65,43.48,68.73,3.14,Medium
114,1,93.09,78.6,43.48,42.45,2.41,Low
295,1,247.83,34.57,43.48,81.93,3.2,Medium
293,2,67.98,35.24,91.93,28.71,2.37,Low
468,1,27.09,11.29,43.48,2.24,0.76,lost customers
420,2,542.64,16.7,91.93,93.67,4.08,High
478,1,113.34,9.94,43.48,51.35,2.15,Low
274,1,52.01,41.28,43.48,18.01,1.43,lost customers
181,2,138.76,62.16,91.93,60.83,3.49,Medium
181,1,76.86,62.16,43.48,34.23,2.05,Low
195,1,86.15,58.59,43.48,39.05,2.16,Low
464,1,138.96,11.6,43.48,60.9,2.43,Low
478,1,111.42,9.94,43.48,50.5,2.12,Low
35,1,36.12,94.85,43.48,7.45,1.53,lost customers
406,1,77.57,18.58,43.48,34.71,1.74,Low
197,1,215.14,57.82,43.48,78.08,3.27,Medium
477,1,111.18,10.13,43.48,50.41,2.12,Low
146,3,1417.77,70.32,97.68,98.72,4.71,Top
120,1,346.76,77.1,43.48,88.4,3.71,Medium
218,1,158.26,52.84,43.48,66.45,2.9,Low
224,1,55.24,51.55,43.48,20.23,1.57,lost customers
168,1,66.31,65.27,43.48,27.56,1.88,Low
49,1,455.71,91.18,43.48,92.01,3.91,Medium
505,1,164.72,6.98,43.48,68.26,2.61,Low
147,1,84.89,69.99,43.48,38.33,2.23,Low
382,1,157.32,21.99,43.48,66.18,2.66,Low
331,1,138.32,28.95,43.48,60.61,2.55,Low
446,1,188.51,13.75,43.48,73.57,2.81,Low
362,1,100.82,24.8,43.48,45.97,2.1,Low
425,1,150.67,16.09,43.48,64.46,2.57,Low
196,1,253.18,58.25,43.48,82.42,3.39,Medium
208,1,341.02,55.14,43.48,88.14,3.53,Medium
583,1,262.26,1.17,43.48,83.16,2.99,Low
208,1,27.77,55.14,43.48,2.64,1.1,lost customers
383,2,212.36,21.9,91.93,77.63,3.66,Medium
341,1,62.78,27.87,43.48,24.98,1.53,lost customers
552,1,80.95,3.21,43.48,36.35,1.67,Low
106,1,176.81,79.98,43.48,71.31,3.24,Medium
160,1,158.58,67.1,43.48,66.55,3.01,Medium
309,2,244.04,32.28,91.93,81.57,3.85,Medium
394,1,108.16,20.15,43.48,49.41,2.17,Low
355,1,18.68,25.94,43.48,0.25,0.81,lost customers
130,2,215.6,74.34,91.93,78.17,4.07,High
22,1,148.0,98.48,43.48,63.65,3.16,Medium
524,1,41.42,5.62,43.48,11.0,0.96,lost customers
365,1,105.71,24.09,43.48,48.2,2.16,Low
28,1,70.89,96.93,43.48,30.51,2.21,Low
35,1,151.05,94.85,43.48,64.57,3.16,Medium
158,1,141.73,67.6,43.48,61.71,2.87,Low
491,1,49.83,8.29,43.48,16.72,1.15,lost customers
288,1,64.28,36.66,43.48,26.2,1.63,Low
323,1,224.94,30.43,43.48,79.54,3.1,Medium
22,1,247.84,98.48,43.48,81.94,3.68,Medium
126,1,143.84,75.41,43.48,62.35,2.95,Low
161,1,109.62,66.7,43.48,49.93,2.53,Low
183,1,169.35,61.49,43.48,69.55,3.05,Medium
22,1,62.91,98.48,43.48,25.06,2.06,Low
70,5,1633.75,87.31,99.41,98.99,4.87,Top
464,1,47.74,11.6,43.48,15.43,1.14,lost customers
426,1,233.05,15.9,43.48,80.44,3.02,Medium
401,1,55.54,19.17,43.48,20.36,1.33,lost customers
44,1,38.17,92.17,43.48,9.13,1.56,lost customers
86,1,85.81,83.78,43.48,38.84,2.34,Low
93,2,1306.42,82.17,91.93,98.51,4.71,Top
386,2,248.52,21.31,91.93,81.99,3.78,Medium
456,1,111.81,12.6,43.48,50.64,2.15,Low
572,1,77.16,2.01,43.48,34.42,1.6,lost customers
415,1,156.33,17.3,43.48,65.88,2.62,Low
249,1,70.72,45.6,43.48,30.41,1.82,Low
242,1,71.04,47.19,43.48,30.64,1.84,Low
147,2,254.8,69.99,91.93,82.56,4.16,High
61,1,200.33,88.7,43.48,75.8,3.43,Medium
190,1,199.79,59.68,43.48,75.73,3.21,Medium
540,1,79.03,4.2,43.48,35.56,1.65,Low
182,2,489.58,61.87,91.93,92.75,4.39,High
467,1,245.35,11.43,43.48,81.7,3.02,Medium
308,1,103.55,32.54,43.48,47.25,2.2,Low
126,1,38.29,75.41,43.48,9.23,1.44,lost customers
41,1,123.33,93.18,43.48,55.43,2.89,Low
411,2,590.72,18.02,91.93,94.34,4.11,High
118,1,145.6,77.93,43.48,62.89,2.99,Low
79,1,32.23,85.24,43.48,4.82,1.39,lost customers
68,1,158.21,87.84,43.48,66.43,3.16,Medium
421,1,64.77,16.49,43.48,26.47,1.49,lost customers
99,1,168.92,81.03,43.48,69.45,3.2,Medium
144,1,92.83,70.88,43.48,42.31,2.35,Low
55,1,85.65,89.71,43.48,38.76,2.39,Low
338,1,41.75,28.1,43.48,11.16,1.14,lost customers
485,2,398.8,9.0,91.93,90.44,3.93,Medium
540,1,164.84,4.2,43.48,68.32,2.59,Low
481,2,130.52,9.75,91.93,57.91,3.01,Medium
179,1,137.12,62.63,43.48,60.12,2.79,Low
218,1,150.17,52.84,43.48,64.36,2.84,Low
422,1,34.53,16.31,43.48,6.28,0.91,lost customers
93,1,175.08,82.17,43.48,70.89,3.25,Medium
86,1,193.78,83.78,43.48,74.54,3.36,Medium
580,1,34.52,1.48,43.48,6.28,0.8,lost customers
279,2,610.26,40.21,91.93,94.62,4.29,High
135,1,90.99,72.92,43.48,41.49,2.34,Low
168,1,235.61,65.27,43.48,80.72,3.4,Medium
30,1,113.89,96.1,43.48,51.61,2.8,Low
355,1,117.85,25.94,43.48,53.44,2.33,Low
293,1,76.65,35.24,43.48,34.04,1.84,Low
287,1,194.91,37.33,43.48,74.8,3.02,Medium
218,1,61.88,52.84,43.48,24.36,1.7,Low
44,1,497.59,92.17,43.48,92.91,3.95,Medium
86,1,1468.45,83.78,43.48,98.79,4.05,High
176,1,45.29,63.09,43.48,13.79,1.47,lost customers
61,1,225.11,88.7,43.48,79.56,3.54,Medium
114,1,104.42,78.6,43.48,47.59,2.55,Low
362,2,226.0,24.8,91.93,79.67,3.74,Medium
392,2,100.34,20.54,91.93,45.82,2.75,Low
30,1,62.02,96.1,43.48,24.48,2.03,Low
225,1,63.41,51.22,43.48,25.48,1.72,Low
278,1,262.49,40.58,43.48,83.17,3.28,Medium
268,1,267.25,42.65,43.48,83.57,3.31,Medium
299,1,95.21,34.02,43.48,43.37,2.1,Low
419,5,1852.55,16.88,99.41,99.19,4.35,High
338,1,111.55,28.1,43.48,50.53,2.26,Low
172,1,68.22,64.41,43.48,28.92,1.92,Low
287,1,86.15,37.33,43.48,39.05,2.0,Low
93,1,84.3,82.17,43.48,38.08,2.31,Low
197,1,305.97,57.82,43.48,86.07,3.5,Medium
277,1,55.62,40.82,43.48,20.41,1.5,lost customers
524,1,101.13,5.62,43.48,46.07,1.96,Low
40,1,229.56,93.51,43.48,80.09,3.59,Medium
135,1,99.9,72.92,43.48,45.61,2.46,Low
84,1,112.42,84.42,43.48,50.93,2.69,Low
271,3,651.87,42.29,97.68,95.18,4.4,High
120,1,92.9,77.1,43.48,42.37,2.39,Low
117,1,115.25,78.26,43.48,52.19,2.68,Low
299,2,128.36,34.02,91.93,57.25,3.17,Medium
358,4,183.72,25.28,98.88,72.6,3.64,Medium
43,1,185.18,92.56,43.48,72.87,3.38,Medium
195,1,674.2,58.59,43.48,95.45,3.77,Medium
334,1,197.04,28.75,43.48,75.24,2.97,Low
204,1,218.16,55.99,43.48,78.63,3.27,Medium
412,1,84.27,17.85,43.48,38.07,1.83,Low
56,3,173.75,89.43,97.68,70.56,4.05,High
537,1,113.76,4.56,43.48,51.55,2.11,Low
203,1,164.26,56.36,43.48,68.14,2.97,Low
141,2,591.12,71.36,91.93,94.35,4.51,Top
43,1,37.84,92.56,43.48,8.82,1.55,lost customers
44,1,47.4,92.17,43.48,15.12,1.73,Low
106,1,161.96,79.98,43.48,67.36,3.13,Medium
155,1,184.27,68.05,43.48,72.72,3.19,Medium
203,1,106.95,56.36,43.48,48.83,2.42,Low
569,1,166.0,2.11,43.48,68.62,2.58,Low
379,1,142.1,22.26,43.48,61.8,2.54,Low
274,1,175.56,41.28,43.48,70.99,2.94,Low
581,1,506.87,1.39,43.48,93.07,3.27,Medium
217,1,70.72,53.21,43.48,30.41,1.87,Low
22,2,355.24,98.48,91.93,88.82,4.56,Top
204,1,45.09,55.99,43.48,13.58,1.42,lost customers
252,1,281.08,44.91,43.48,84.55,3.36,Medium
295,1,58.49,34.57,43.48,22.4,1.51,lost customers
270,1,393.14,42.51,43.48,90.26,3.5,Medium
34,1,88.49,95.23,43.48,40.37,2.47,Low
141,1,157.78,71.36,43.48,66.31,3.03,Medium
12,3,182.61,100.0,97.68,72.41,4.18,High
260,1,354.75,43.99,43.48,88.78,3.47,Medium
275,1,140.49,41.01,43.48,61.4,2.67,Low
315,1,181.92,31.64,43.48,72.32,2.91,Low
140,1,120.48,71.82,43.48,54.55,2.7,Low
536,1,83.73,4.63,43.48,37.75,1.72,Low
208,1,74.97,55.14,43.48,33.02,1.96,Low
433,1,85.14,15.07,43.48,38.43,1.82,Low
96,1,78.78,81.81,43.48,35.48,2.23,Low
295,1,133.86,34.57,43.48,59.03,2.55,Low
103,3,33.78,80.38,97.68,5.82,2.14,Low
90,1,52.94,83.17,43.48,18.61,1.76,Low
280,1,105.15,39.78,43.48,47.86,2.27,Low
309,1,218.04,32.28,43.48,78.6,3.09,Medium
567,1,705.26,2.28,43.48,95.76,3.35,Medium
340,1,181.55,27.99,43.48,72.23,2.88,Low
127,2,178.48,74.97,91.93,71.69,3.89,Medium
428,1,868.19,15.56,43.48,97.06,3.49,Medium
376,1,210.29,22.82,43.48,77.36,2.98,Low
365,1,208.8,24.09,43.48,77.14,2.99,Low
231,1,69.73,49.87,43.48,29.87,1.83,Low
162,1,284.77,66.28,43.48,84.78,3.52,Medium
567,1,238.18,2.28,43.48,81.03,2.94,Low
93,2,440.06,82.17,91.93,91.66,4.52,Top
352,1,99.95,26.14,43.48,45.68,2.11,Low
42,1,38.56,92.9,43.48,9.35,1.57,lost customers
288,2,1392.0,36.66,91.93,98.69,4.37,High
317,1,33.7,31.27,43.48,5.74,1.01,lost customers
321,1,237.47,30.87,43.48,80.94,3.15,Medium
299,1,91.16,34.02,43.48,41.57,2.05,Low
238,1,112.39,48.15,43.48,50.91,2.42,Low
84,1,43.78,84.42,43.48,12.6,1.6,lost customers
370,1,196.02,23.57,43.48,75.07,2.93,Low
217,1,45.0,53.21,43.48,13.43,1.39,lost customers
141,1,99.04,71.36,43.48,45.16,2.43,Low
90,2,192.84,83.17,91.93,74.39,4.03,High
377,1,139.17,22.65,43.48,61.02,2.52,Low
287,1,102.97,37.33,43.48,46.96,2.23,Low
93,1,40.88,82.17,43.48,10.72,1.53,lost customers
215,1,37.77,53.87,43.48,8.69,1.26,lost customers
179,1,72.84,62.63,43.48,31.76,1.98,Low
198,1,158.79,57.49,43.48,66.61,2.94,Low
400,1,265.75,19.37,43.48,83.42,3.13,Medium
29,1,120.99,96.54,43.48,54.68,2.89,Low
343,1,39.85,27.49,43.48,10.04,1.1,lost customers
462,1,228.07,11.94,43.48,79.93,2.98,Low
29,1,249.54,96.54,43.48,82.09,3.67,Medium
436,1,69.84,14.64,43.48,29.93,1.57,lost customers
107,1,52.23,79.76,43.48,18.13,1.72,Low
240,1,167.45,47.46,43.48,69.02,2.93,Low
75,1,95.74,86.41,43.48,43.64,2.5,Low
204,1,56.78,55.99,43.48,21.07,1.63,Low
294,1,261.18,34.89,43.48,83.08,3.24,Medium
133,1,44.44,73.32,43.48,13.16,1.53,lost customers
513,1,33.86,6.36,43.48,5.87,0.82,lost customers
161,1,35.13,66.7,43.48,6.77,1.3,lost customers
49,1,203.78,91.18,43.48,76.31,3.47,Medium
26,1,42.06,97.65,43.48,11.39,1.67,Low
377,1,477.28,22.65,43.48,92.51,3.42,Medium
92,1,428.58,82.56,43.48,91.36,3.83,Medium
51,1,115.92,90.36,43.48,52.48,2.78,Low
28,2,514.84,96.93,91.93,93.22,4.67,Top
272,1,36.0,41.99,43.48,7.37,1.13,lost customers
245,2,332.46,46.43,91.93,87.72,4.14,High
176,1,72.84,63.09,43.48,31.76,1.99,Low
405,1,77.57,18.77,43.48,34.71,1.74,Low
36,1,129.37,94.46,43.48,57.58,2.96,Low
230,1,244.62,50.23,43.48,81.64,3.31,Medium
407,1,80.98,18.4,43.48,36.36,1.78,Low
114,1,66.82,78.6,43.48,27.95,1.99,Low
184,1,54.89,61.2,43.48,19.83,1.63,Low
34,1,76.51,95.23,43.48,33.95,2.29,Low
280,1,45.14,39.78,43.48,13.67,1.3,lost customers
48,2,358.12,91.51,91.93,88.93,4.51,Top
93,1,79.29,82.17,43.48,35.69,2.24,Low
411,3,913.68,18.02,97.68,97.31,4.28,High
221,1,334.48,52.38,43.48,87.78,3.5,Medium
253,2,314.6,44.71,91.93,86.68,4.09,High
448,1,143.36,13.52,43.48,62.2,2.48,Low
588,1,149.99,0.93,43.48,64.3,2.45,Low
147,1,173.88,69.99,43.48,70.63,3.15,Medium
518,1,73.03,6.13,43.48,31.86,1.56,lost customers
216,1,60.09,53.55,43.48,23.3,1.67,Low
245,1,106.87,46.43,43.48,48.76,2.35,Low
71,1,67.57,86.93,43.48,28.49,2.07,Low
228,1,63.62,50.79,43.48,25.63,1.72,Low
371,1,115.07,23.43,43.48,52.14,2.27,Low
559,2,214.0,2.65,91.93,77.88,3.53,Medium
468,1,161.23,11.29,43.48,67.17,2.61,Low
23,1,118.49,98.06,43.48,53.83,2.88,Low
64,1,62.65,88.19,43.48,24.85,1.98,Low
453,1,203.83,12.97,43.48,76.32,2.88,Low
22,4,107.76,98.48,98.88,49.11,3.52,Medium
275,1,87.64,41.01,43.48,39.86,2.05,Low
47,1,40.25,91.81,43.48,10.38,1.59,lost customers
216,1,148.65,53.55,43.48,63.94,2.83,Low
344,2,642.96,27.27,91.93,95.08,4.2,High
139,1,144.82,72.23,43.48,62.68,2.94,Low
579,2,429.08,1.57,91.93,91.37,3.9,Medium
511,1,192.83,6.57,43.48,74.38,2.78,Low
146,1,178.08,70.32,43.48,71.59,3.18,Medium
596,2,155.68,0.55,91.93,65.71,3.16,Medium
412,2,103.73,17.85,91.93,47.33,2.77,Low
274,1,69.73,41.28,43.48,29.87,1.77,Low
553,2,79.11,3.11,91.93,35.6,2.32,Low
30,1,132.56,96.1,43.48,58.53,3.0,Low
155,2,204.88,68.05,91.93,76.51,3.98,Medium
385,2,300.68,21.55,91.93,85.78,3.89,Medium
96,1,37.61,81.81,43.48,8.51,1.46,lost customers
131,3,745.2,74.16,97.68,96.13,4.66,Top
112,2,231.72,79.21,91.93,80.31,4.17,High
242,1,82.5,47.19,43.48,37.01,2.02,Low
189,1,79.85,60.04,43.48,35.95,2.08,Low
279,2,136.3,40.21,91.93,59.82,3.29,Medium
468,1,87.67,11.29,43.48,39.93,1.83,Low
156,1,140.96,67.8,43.48,61.5,2.87,Low
267,1,213.3,42.88,43.48,77.76,3.15,Medium
555,1,71.8,2.89,43.48,31.08,1.52,lost customers
242,1,376.26,47.19,43.48,89.72,3.52,Medium
319,1,46.14,31.18,43.48,14.36,1.25,lost customers
141,1,92.5,71.36,43.48,42.1,2.34,Low
168,1,21.04,65.27,43.48,0.63,1.12,lost customers
27,1,66.05,97.29,43.48,27.43,2.12,Low
364,1,38.0,24.36,43.48,8.92,1.05,lost customers
147,1,46.72,69.99,43.48,14.65,1.55,lost customers
398,2,194.73,19.74,91.93,74.76,3.57,Medium
688,1,420.08,0.2,43.48,91.13,3.21,Medium
176,1,27.88,63.09,43.48,2.75,1.16,lost customers
209,1,128.45,54.69,43.48,57.26,2.65,Low
415,2,356.6,17.3,91.93,88.86,3.95,Medium
232,1,69.73,49.49,43.48,29.87,1.83,Low
587,2,1972.64,0.99,91.93,99.28,4.12,High
63,1,50.45,88.42,43.48,17.11,1.76,Low
40,1,169.05,93.51,43.48,69.48,3.29,Medium
560,1,101.14,2.54,43.48,46.1,1.94,Low
398,6,257.02,19.74,99.68,82.74,3.9,Medium
275,1,57.72,41.01,43.48,21.84,1.54,lost customers
271,1,36.75,42.29,43.48,7.84,1.15,lost customers
26,1,83.82,97.65,43.48,37.8,2.42,Low
112,6,410.12,79.21,99.68,90.75,4.58,Top
328,1,154.09,29.68,43.48,65.32,2.69,Low
379,1,103.75,22.26,43.48,47.34,2.12,Low
162,1,135.62,66.28,43.48,59.63,2.81,Low
229,1,417.94,50.55,43.48,91.04,3.58,Medium
160,1,181.59,67.1,43.48,72.25,3.17,Medium
221,1,67.3,52.38,43.48,28.22,1.81,Low
187,1,136.89,60.76,43.48,60.02,2.77,Low
119,1,62.69,77.55,43.48,24.91,1.9,Low
316,1,80.2,31.45,43.48,36.1,1.87,Low
299,1,67.22,34.02,43.48,28.15,1.67,Low
191,1,128.24,59.4,43.48,57.18,2.68,Low
44,1,523.72,92.17,43.48,93.42,3.96,Medium
582,1,53.51,1.28,43.48,18.94,1.16,lost customers
596,1,115.27,0.55,43.48,52.19,2.1,Low
148,1,89.36,69.62,43.48,40.83,2.29,Low
182,1,335.04,61.87,43.48,87.81,3.58,Medium
523,1,49.42,5.74,43.48,16.54,1.12,lost customers
447,1,26.6,13.64,43.48,2.03,0.77,lost customers
420,1,143.92,16.7,43.48,62.38,2.51,Low
223,1,53.58,51.86,43.48,18.97,1.54,lost customers
551,1,55.96,3.31,43.48,20.57,1.22,lost customers
163,3,501.03,66.02,97.68,92.97,4.51,Top
288,2,5519.76,36.66,91.93,99.89,4.41,High
217,1,109.89,53.21,43.48,50.02,2.43,Low
357,1,101.48,25.53,43.48,46.26,2.12,Low
537,1,50.86,4.56,43.48,17.3,1.14,lost customers
243,1,91.18,46.97,43.48,41.6,2.15,Low
273,1,61.01,41.65,43.48,23.78,1.6,lost customers
322,1,268.99,30.67,43.48,83.74,3.23,Medium
126,1,110.0,75.41,43.48,50.06,2.6,Low
439,1,42.59,14.51,43.48,11.74,1.05,lost customers
79,1,170.86,85.24,43.48,69.88,3.24,Medium
96,1,43.61,81.81,43.48,12.5,1.58,lost customers
138,1,106.3,72.55,43.48,48.47,2.53,Low
175,1,98.09,63.49,43.48,44.71,2.36,Low
268,1,162.25,42.65,43.48,67.46,2.85,Low
377,6,1652.4,22.65,99.68,99.02,4.39,High
223,1,31.84,51.86,43.48,4.6,1.13,lost customers
215,1,75.07,53.87,43.48,33.08,1.96,Low
107,1,67.38,79.76,43.48,28.28,2.01,Low
450,1,69.73,13.16,43.48,29.87,1.56,lost customers
230,1,285.54,50.23,43.48,84.83,3.4,Medium
222,1,185.11,52.15,43.48,72.87,3.08,Medium
462,1,148.15,11.94,43.48,63.76,2.52,Low
19,1,62.91,99.42,43.48,25.06,2.07,Low
250,1,163.79,45.38,43.48,67.98,2.89,Low
373,1,201.04,23.03,43.48,75.91,2.94,Low
450,1,252.09,13.16,43.48,82.32,3.05,Medium
468,1,71.14,11.29,43.48,30.73,1.57,lost customers
463,1,37.49,11.78,43.48,8.44,0.94,lost customers
128,1,58.63,74.55,43.48,22.51,1.81,Low
42,1,194.34,92.9,43.48,74.68,3.43,Medium
117,1,36.39,78.26,43.48,7.63,1.41,lost customers
489,1,79.9,8.67,43.48,35.97,1.7,Low
435,1,85.08,14.8,43.48,38.37,1.81,Low
300,1,52.78,33.71,43.48,18.49,1.39,lost customers
148,2,399.56,69.62,91.93,90.47,4.39,High
425,1,31.6,16.09,43.48,4.34,0.85,lost customers
384,2,403.3,21.74,91.93,90.55,4.03,High
219,1,108.0,52.55,43.48,49.35,2.41,Low
35,1,160.44,94.85,43.48,67.0,3.23,Medium
47,1,174.73,91.81,43.48,70.8,3.32,Medium
82,1,142.54,84.91,43.48,61.94,3.01,Medium
107,1,111.33,79.76,43.48,50.47,2.65,Low
337,1,407.67,28.28,43.48,90.68,3.41,Medium
92,1,25.97,82.56,43.48,1.87,1.28,lost customers
155,1,138.72,68.05,43.48,60.78,2.85,Low
453,1,148.45,12.97,43.48,63.89,2.53,Low
145,1,117.69,70.65,43.48,53.33,2.66,Low
71,1,238.24,86.93,43.48,81.04,3.57,Medium
133,1,22.29,73.32,43.48,0.93,1.18,lost customers
400,1,140.16,19.37,43.48,61.34,2.5,Low
140,1,104.62,71.82,43.48,47.65,2.51,Low
446,1,27.98,13.75,43.48,2.76,0.79,lost customers
246,1,411.87,46.03,43.48,90.81,3.54,Medium
401,1,158.25,19.17,43.48,66.45,2.65,Low
329,1,315.12,29.47,43.48,86.72,3.3,Medium
120,1,135.66,77.1,43.48,59.64,2.89,Low
57,1,203.3,89.15,43.48,76.23,3.45,Medium
148,1,133.21,69.62,43.48,58.74,2.8,Low
151,1,198.13,69.18,43.48,75.44,3.28,Medium
512,1,51.68,6.48,43.48,17.76,1.16,lost customers
265,2,306.68,43.49,91.93,86.12,4.07,High
250,2,331.3,45.38,91.93,87.67,4.13,High
32,1,87.81,95.85,43.48,40.05,2.47,Low
372,1,125.52,23.21,43.48,56.23,2.39,Low
47,1,151.05,91.81,43.48,64.57,3.14,Medium
215,1,159.6,53.87,43.48,66.81,2.92,Low
300,1,50.01,33.71,43.48,16.84,1.34,lost customers
